Id_Estacion,Población,Radiación Media
9,La Palma del Condado,18.071459669487474
3,Gibraleón,18.70950440160565
2,Lepe,18.879762046745903
7,La Puebla de Guzmán,17.962850858576193
5,Niebla,18.07869350540072
4,Moguer,18.341574146820463
10,Almonte,18.123927680463083
6,Aroche,17.919251145115762
8,El Campillo,18.261276060114252
